Book0000030177;2023/07/21;2023/07/25;LoureTeixeira-Garcia;1;489.600
Book0000030179;2023/07/21;2023/07/24;ÂngelCastro199;1;367.200
Book0000030185;2023/07/21;2023/07/22;AndrRocha214;3;122.400
Book0000030190;2023/07/21;2023/07/24;AlíciRodrigues1752;4;367.200
Book0000030202;2023/07/21;2023/07/22;ÂngelSoares591;4;122.400
Book0000030209;2023/07/21;2023/07/23;KyaraLoureiro;4;244.800
Book0000030212;2023/07/21;2023/07/25;LetíciRamos;3;489.600
Book0000030214;2023/07/21;2023/07/22;YasmMarques;3;122.400
Book0000030215;2023/07/21;2023/07/22;GonçalMorais405;2;122.400
Book0000030216;2023/07/21;2023/07/24;MatiBarros;1;367.200
Book0000027511;2023/07/18;2023/07/19;EdMiranda-Santos;3;122.400
Book0000027518;2023/07/18;2023/07/19;LucGomes-Alves;3;122.400
Book0000027519;2023/07/18;2023/07/20;CarloCoelho1939;4;244.800
Book0000027522;2023/07/18;2023/07/19;RafCarneiro1746;3;122.400
Book0000027536;2023/07/18;2023/07/21;FernandBrito-Batista1184;1;367.200
Book0000027547;2023/07/18;2023/07/20;EmFerreira1449;1;244.800
Book0000027549;2023/07/18;2023/07/21;JoaquCastro;4;367.200
Book0000027553;2023/07/18;2023/07/20;NoAmaral;4;244.800
Book0000027561;2023/07/18;2023/07/22;ABaptista534;2;489.600
Book0000027562;2023/07/18;2023/07/20;LuaNascimento;4;244.800
Book0000027572;2023/07/18;2023/07/21;AVieira;1;367.200
Book0000027577;2023/07/18;2023/07/22;HeleReis856;2;489.600
Book0000029187;2023/06/17;2023/06/18;EduaRodrigues;4;122.400
Book0000029193;2023/06/17;2023/06/21;JLeite;4;489.600
Book0000029204;2023/06/17;2023/06/19;SalomLopes800;1;244.800
Book0000029205;2023/06/17;2023/06/19;LuanTorres770;4;244.800
Book0000029209;2023/06/17;2023/06/20;FraPaiva2012;2;367.200
Book0000029210;2023/06/17;2023/06/18;WiRamos-Baptista609;3;122.400
Book0000029212;2023/06/17;2023/06/19;KevVicente;1;244.800
Book0000029214;2023/06/17;2023/06/19;CaeTeixeira1092;1;244.800
Book0000029220;2023/06/17;2023/06/20;ClaCosta180;2;367.200
Book0000029221;2023/06/17;2023/06/18;LucaLeite;4;122.400
Book0000029225;2023/06/17;2023/06/18;LeanGonçalves864;3;122.400
Book0000029236;2023/06/17;2023/06/20;JaimLoureiro;3;367.200
Book0000029243;2023/06/17;2023/06/18;SorAndrade;4;122.400
Book0000029248;2023/06/17;2023/06/21;EmanNeves1722;3;489.600
Book0000018547;2023/06/09;2023/06/11;MaNeto;2;244.800
Book0000018554;2023/06/09;2023/06/10;ÉAlmeida25;1;122.400
Book0000018561;2023/06/09;2023/06/12;NicolPinto638;1;367.200
Book0000018565;2023/06/09;2023/06/11;Alícia-VitóMartins1482;2;244.800
Book0000018573;2023/06/09;2023/06/11;DiaMachado1467;2;244.800
Book0000018584;2023/06/09;2023/06/12;VicenAlmeida;2;367.200
Book0000018585;2023/06/09;2023/06/12;VictórMaia;4;367.200
Book0000018586;2023/06/09;2023/06/11;GustaCruz1583;1;244.800
Book0000018588;2023/06/09;2023/06/12;RenPires-Simões279;3;367.200
Book0000000939;2023/05/10;2023/05/14;ELeite;1;489.600
Book0000000952;2023/05/10;2023/05/12;HeleGomes1652;3;244.800
Book0000000964;2023/05/10;2023/05/12;MAlmeida1906;3;244.800
Book0000000965;2023/05/10;2023/05/14;DiPacheco;3;489.600
Book0000000966;2023/05/10;2023/05/12;PatríCruz;2;244.800
Book0000000967;2023/05/10;2023/05/12;GustavPinto-Lopes;4;244.800
Book0000000982;2023/05/10;2023/05/14;CaeMelo;3;489.600
Book0000000990;2023/05/10;2023/05/12;GabrielLopes321;2;244.800
Book0000022162;2023/05/02;2023/05/06;MelisMiranda;3;489.600
Book0000022167;2023/05/02;2023/05/06;DiMaia1631;2;489.600
Book0000022168;2023/05/02;2023/05/04;VLima;1;244.800
Book0000022179;2023/05/02;2023/05/03;MaPaiva;1;122.400
Book0000022181;2023/05/02;2023/05/04;PetTeixeira-Cruz;3;244.800
Book0000022197;2023/05/02;2023/05/03;ÉrVieira536;4;122.400
Book0000022201;2023/05/02;2023/05/03;EPinheiro1303;1;122.400
Book0000022203;2023/05/02;2023/05/04;RenatCastro;2;244.800
Book0000022210;2023/05/02;2023/05/03;PeNascimento;4;122.400
Book0000022212;2023/05/02;2023/05/06;ViolSousa;3;489.600
Book0000005853;2023/04/11;2023/04/14;JulianRocha1294;2;367.200
Book0000005854;2023/04/11;2023/04/15;SaMartins1474;1;489.600
Book0000005861;2023/04/11;2023/04/14;HLima131;3;367.200
Book0000005868;2023/04/11;2023/04/12;BryGaspar;1;122.400
Book0000005876;2023/04/11;2023/04/14;JoaMoreira;3;367.200
Book0000005891;2023/04/11;2023/04/13;DiMota-Batista713;3;244.800
Book0000005897;2023/04/11;2023/04/12;SimCorreia-Castro669;4;122.400
Book0000027312;2023/03/12;2023/03/16;ViceBrito-Rocha1355;3;489.600
Book0000027318;2023/03/12;2023/03/15;RafaCruz;1;367.200
Book0000027320;2023/03/12;2023/03/15;IMiranda;3;367.200
Book0000027329;2023/03/12;2023/03/15;YarAlves1378;1;367.200
Book0000027332;2023/03/12;2023/03/14;FreCarvalho1256;1;244.800
Book0000027333;2023/03/12;2023/03/15;IgAlmeida;3;367.200
Book0000027338;2023/03/12;2023/03/13;BryCampos;3;122.400
Book0000027339;2023/03/12;2023/03/13;FPaiva1527;4;122.400
Book0000027342;2023/03/12;2023/03/15;MaMaia;2;367.200
Book0000027348;2023/03/12;2023/03/15;MarMartins;1;367.200
Book0000027349;2023/03/12;2023/03/16;BeatriGarcia-Santos;3;489.600
Book0000027354;2023/03/12;2023/03/15;MárPinho802;1;367.200
Book0000027359;2023/03/12;2023/03/16;ValentiEsteves483;3;489.600
Book0000027365;2023/03/12;2023/03/15;SaSantos1184;4;367.200
Book0000018988;2023/02/15;2023/02/18;FlCardoso58;2;367.200
Book0000018992;2023/02/15;2023/02/17;JuCarvalho;3;244.800
Book0000019011;2023/02/15;2023/02/17;JoAnjos;4;244.800
Book0000019024;2023/02/15;2023/02/17;LucSilva;1;244.800
Book0000019025;2023/02/15;2023/02/17;BernardLourenço;4;244.800
Book0000019026;2023/02/15;2023/02/17;FilLeite;1;244.800
Book0000019027;2023/02/15;2023/02/16;AlexanCarvalho112;4;122.400
Book0000019030;2023/02/15;2023/02/16;EdgaLoureiro243;3;122.400
Book0000019032;2023/02/15;2023/02/19;FrancisDomingues;1;489.600
Book0000019037;2023/02/15;2023/02/18;MéPinho;1;367.200
Book0000019038;2023/02/15;2023/02/17;Alice-Borges1270;2;244.800
Book0000019041;2023/02/15;2023/02/17;EdMonteiro66;1;244.800
Book0000019043;2023/02/15;2023/02/19;IAraújo53;2;489.600
Book0000019044;2023/02/15;2023/02/17;IsabelBatista;3;244.800
Book0000024108;2023/02/15;2023/02/19;AnBaptista;2;489.600
Book0000024110;2023/02/15;2023/02/16;SLourenço;4;122.400
Book0000024111;2023/02/15;2023/02/17;PaLopes467;4;244.800
Book0000024112;2023/02/15;2023/02/18;LFernandes541;2;367.200
Book0000024115;2023/02/15;2023/02/19;AnitFerreira;3;489.600
Book0000024124;2023/02/15;2023/02/16;Yasmin-Amorim58;3;122.400
Book0000024131;2023/02/15;2023/02/19;MaSimões-Cunha;2;489.600
Book0000024135;2023/02/15;2023/02/19;ÂngePinho;3;489.600
Book0000024142;2023/02/15;2023/02/19;MMatos;4;489.600
Book0000024143;2023/02/15;2023/02/18;EriMatias;3;367.200
Book0000024146;2023/02/15;2023/02/18;GTavares;2;367.200
Book0000024147;2023/02/15;2023/02/19;DaviTeixeira;1;489.600
Book0000024150;2023/02/15;2023/02/18;Luciana-CatarLeite;2;367.200
Book0000024153;2023/02/15;2023/02/19;ALourenço395;4;489.600
Book0000024157;2023/02/15;2023/02/16;AlCastro;1;122.400
Book0000039666;2023/02/07;2023/02/09;VascLourenço;4;244.800
Book0000039667;2023/02/07;2023/02/09;LiMoura1307;1;244.800
Book0000039668;2023/02/07;2023/02/08;EmPinheiro;3;122.400
Book0000039674;2023/02/07;2023/02/08;BernarCardoso1338;4;122.400
Book0000039675;2023/02/07;2023/02/09;RicardMorais1869;3;244.800
Book0000039679;2023/02/07;2023/02/11;ISilva1670;2;489.600
Book0000039683;2023/02/07;2023/02/09;MatildMartins;4;244.800
Book0000039685;2023/02/07;2023/02/09;KevLopes;4;244.800
Book0000039688;2023/02/07;2023/02/08;ErTavares;2;122.400
Book0000039694;2023/02/07;2023/02/10;ValentiDomingues-Guerreiro;3;367.200
Book0000039695;2023/02/07;2023/02/10;LucNogueira467;4;367.200
Book0000039702;2023/02/07;2023/02/08;SoMagalhães;4;122.400
Book0000039709;2023/02/07;2023/02/08;YarMota;4;122.400
Book0000039711;2023/02/07;2023/02/09;MélanPereira1855;2;244.800
Book0000039717;2023/02/07;2023/02/10;ENogueira-Loureiro1970;1;367.200
Book0000039724;2023/02/07;2023/02/11;RenaNunes;1;489.600
Book0000018419;2022/12/15;2022/12/18;ViolCarvalho1229;1;367.200
Book0000018421;2022/12/15;2022/12/17;BSimões1222;1;244.800
Book0000018423;2022/12/15;2022/12/16;BAmorim1712;2;122.400
Book0000018425;2022/12/15;2022/12/17;TRamos;4;244.800
Book0000018426;2022/12/15;2022/12/17;EmílPaiva1938;3;244.800
Book0000018427;2022/12/15;2022/12/19;JoHenriques;1;489.600
Book0000018435;2022/12/15;2022/12/17;CFerreira1158;4;244.800
Book0000018436;2022/12/15;2022/12/17;NúrCampos1050;4;244.800
Book0000018438;2022/12/15;2022/12/19;LeAndrade;1;489.600
Book0000018442;2022/12/15;2022/12/17;DinCardoso1596;2;244.800
Book0000018443;2022/12/15;2022/12/18;JorgPires1430;1;367.200
Book0000018444;2022/12/15;2022/12/17;WilFreitas;2;244.800
Book0000018447;2022/12/15;2022/12/17;MaraMaia364;1;244.800
Book0000018448;2022/12/15;2022/12/17;MarcBarros;1;244.800
Book0000018449;2022/12/15;2022/12/19;VaLima;3;489.600
Book0000018456;2022/12/15;2022/12/16;CristiaCorreia;3;122.400
Book0000018465;2022/12/15;2022/12/16;DiMatos;2;122.400
Book0000018467;2022/12/15;2022/12/19;LisMoura767;2;489.600
Book0000018473;2022/12/15;2022/12/17;HenriqSousa;4;244.800
Book0000018474;2022/12/15;2022/12/17;EriLopes-Lourenço405;1;244.800
Book0000018476;2022/12/15;2022/12/19;ÉrMorais513;3;489.600
Book0000021401;2022/11/16;2022/11/18;AnNeto;3;244.800
Book0000021409;2022/11/16;2022/11/20;NúSilva;1;489.600
Book0000021417;2022/11/16;2022/11/18;IAntunes902;1;244.800
Book0000021420;2022/11/16;2022/11/18;CPinto-Oliveira496;4;244.800
Book0000021426;2022/11/16;2022/11/20;SaCoelho1999;4;489.600
Book0000021427;2022/11/16;2022/11/20;JorCorreia;4;489.600
Book0000021430;2022/11/16;2022/11/20;BernaVicente890;3;489.600
Book0000021432;2022/11/16;2022/11/18;DéborPinho;1;244.800
Book0000021440;2022/11/16;2022/11/17;NaiaLoureiro;1;122.400
Book0000021442;2022/11/16;2022/11/20;LSoares266;3;489.600
Book0000017779;2022/11/13;2022/11/16;LCunha;3;367.200
Book0000017781;2022/11/13;2022/11/15;BenjaRamos20;3;244.800
Book0000017785;2022/11/13;2022/11/17;EmmLeite;4;489.600
Book0000017800;2022/11/13;2022/11/16;VaCorreia1520;4;367.200
Book0000017808;2022/11/13;2022/11/17;SamuValente1860;1;489.600
Book0000017813;2022/11/13;2022/11/17;ÁlvAnjos1306;3;489.600
Book0000017815;2022/11/13;2022/11/14;MatAndrade;3;122.400
Book0000017821;2022/11/13;2022/11/16;AReis1527;3;367.200
Book0000017822;2022/11/13;2022/11/14;NunRocha;3;122.400
Book0000023111;2022/10/07;2022/10/08;JoanRodrigues;3;122.400
Book0000023112;2022/10/07;2022/10/10;CVaz1795;4;367.200
Book0000023113;2022/10/07;2022/10/08;EdSá;1;122.400
Book0000023118;2022/10/07;2022/10/11;LeoRodrigues;3;489.600
Book0000023129;2022/10/07;2022/10/09;WilliTorres-Nunes883;2;244.800
Book0000023132;2022/10/07;2022/10/11;WCardoso;1;489.600
Book0000023136;2022/10/07;2022/10/10;MartiGarcia660;1;367.200
Book0000023141;2022/10/07;2022/10/08;KGuerreiro400;4;122.400
Book0000023142;2022/10/07;2022/10/11;AnMoreira58;3;489.600
Book0000023144;2022/10/07;2022/10/09;GonçalMagalhães-Guerreiro166;2;244.800
Book0000023149;2022/10/07;2022/10/08;EAlmeida733;4;122.400
Book0000023154;2022/10/07;2022/10/10;FAmorim1116;2;367.200
Book0000023166;2022/10/07;2022/10/11;BárMarques;2;489.600
Book0000039725;2022/09/18;2022/09/19;FiBarros196;1;122.400
Book0000039729;2022/09/18;2022/09/22;MaFigueiredo650;2;489.600
Book0000039730;2022/09/18;2022/09/19;BenjamiMota;1;122.400
Book0000039739;2022/09/18;2022/09/22;BárbaLourenço-Matias;2;489.600
Book0000039740;2022/09/18;2022/09/21;KyMendes;2;367.200
Book0000039745;2022/09/18;2022/09/19;JuliaBatista;2;122.400
Book0000039757;2022/09/18;2022/09/22;MMacedo;3;489.600
Book0000039771;2022/09/18;2022/09/22;MadDomingues1230;2;489.600
Book0000039780;2022/09/18;2022/09/21;FlCardoso58;4;367.200
Book0000039781;2022/09/18;2022/09/21;EmRamos1732;4;367.200
Book0000038199;2022/09/17;2022/09/20;IvBranco;2;367.200
Book0000038204;2022/09/17;2022/09/18;LeoJesus1604;2;122.400
Book0000038205;2022/09/17;2022/09/21;MeliCorreia-Martins;4;489.600
Book0000038206;2022/09/17;2022/09/21;CarAmorim681;3;489.600
Book0000038208;2022/09/17;2022/09/18;AlAmorim;4;122.400
Book0000038209;2022/09/17;2022/09/19;KTorres1839;1;244.800
Book0000038213;2022/09/17;2022/09/21;LisGarcia335;4;489.600
Book0000038215;2022/09/17;2022/09/18;LuciaMartins;1;122.400
Book0000038219;2022/09/17;2022/09/19;LuísVicente-Cardoso;1;244.800
Book0000038222;2022/09/17;2022/09/19;LucAbreu1934;3;244.800
Book0000038225;2022/09/17;2022/09/20;EnzBranco;1;367.200
Book0000027619;2022/07/16;2022/07/20;JéssCampos501;2;489.600
Book0000027627;2022/07/16;2022/07/17;LeaGomes1973;3;122.400
Book0000027630;2022/07/16;2022/07/19;SérLeal1983;2;367.200
Book0000027632;2022/07/16;2022/07/18;BáLeal;4;244.800
Book0000027633;2022/07/16;2022/07/20;DiAmaral-Vaz1008;2;489.600
Book0000027644;2022/07/16;2022/07/17;GonçaPereira184;3;122.400
Book0000027653;2022/07/16;2022/07/17;DébCorreia1377;3;122.400
Book0000027658;2022/07/16;2022/07/18;MaAmaral1550;1;244.800
Book0000028725;2022/07/04;2022/07/07;DiSimões;1;367.200
Book0000028726;2022/07/04;2022/07/05;INeves766;1;122.400
Book0000028727;2022/07/04;2022/07/08;MaCarvalho1128;1;489.600
Book0000028728;2022/07/04;2022/07/07;DaCoelho1325;4;367.200
Book0000028729;2022/07/04;2022/07/05;MicDomingues2005;1;122.400
Book0000028732;2022/07/04;2022/07/08;YMacedo;2;489.600
Book0000028735;2022/07/04;2022/07/05;MafCoelho;2;122.400
Book0000028745;2022/07/04;2022/07/07;BrMachado;3;367.200
Book0000028751;2022/07/04;2022/07/05;SérLeal1983;1;122.400
Book0000028752;2022/07/04;2022/07/05;ÂngePinho;3;122.400
Book0000028765;2022/07/04;2022/07/08;LarTeixeira68;3;489.600
Book0000028767;2022/07/04;2022/07/07;PCarneiro468;3;367.200
Book0000028769;2022/07/04;2022/07/07;BernBatista977;3;367.200
Book0000028774;2022/07/04;2022/07/05;EPinheiro-Fonseca;3;122.400
Book0000028781;2022/07/04;2022/07/05;GonçMaia337;3;122.400
Book0000005570;2022/05/06;2022/05/08;Erica-Marques1525;3;244.800
Book0000005572;2022/05/06;2022/05/07;DenMota1001;4;122.400
Book0000005574;2022/05/06;2022/05/10;WiNunes774;4;489.600
Book0000005591;2022/05/06;2022/05/08;STeixeira-Coelho1749;1;244.800
Book0000005596;2022/05/06;2022/05/10;EduarAmaral;4;489.600
Book0000005599;2022/05/06;2022/05/07;BenBaptista1220;2;122.400
Book0000005600;2022/05/06;2022/05/07;ViLourenço;1;122.400
Book0000005601;2022/05/06;2022/05/08;RenJesus;1;244.800
Book0000005606;2022/05/06;2022/05/08;LuciaPaiva657;3;244.800
Book0000005607;2022/05/06;2022/05/07;SaMendes1396;4;122.400
Book0000005609;2022/05/06;2022/05/09;JEsteves;3;367.200
Book0000005613;2022/05/06;2022/05/07;JaimMacedo;2;122.400
Book0000005615;2022/05/06;2022/05/07;CamiBarros;2;122.400
Book0000006145;2022/05/05;2022/05/09;WCardoso;1;489.600
Book0000006147;2022/05/05;2022/05/08;FrederiSantos327;3;367.200
Book0000006150;2022/05/05;2022/05/09;FMoreira;4;489.600
Book0000006156;2022/05/05;2022/05/07;GSilva146;4;244.800
Book0000006163;2022/05/05;2022/05/08;PetMoreira;3;367.200
Book0000006166;2022/05/05;2022/05/08;IsaMoreira775;1;367.200
Book0000006167;2022/05/05;2022/05/08;MaEsteves;1;367.200
Book0000006171;2022/05/05;2022/05/06;LiNeto;2;122.400
Book0000006176;2022/05/05;2022/05/08;BárLoureiro;1;367.200
Book0000006177;2022/05/05;2022/05/09;FaMiranda1758;1;489.600
Book0000006180;2022/05/05;2022/05/06;SGaspar-Campos;3;122.400
Book0000006181;2022/05/05;2022/05/06;LValente1087;2;122.400
Book0000020724;2022/04/17;2022/04/18;LeoCoelho90;2;122.400
Book0000020726;2022/04/17;2022/04/18;FredericFerreira-Nunes;3;122.400
Book0000020736;2022/04/17;2022/04/20;JGaspar-Gomes;1;367.200
Book0000020739;2022/04/17;2022/04/20;CaFaria1794;2;367.200
Book0000020748;2022/04/17;2022/04/19;Pilar-LarBarros;3;244.800
Book0000020756;2022/04/17;2022/04/20;ISilva1670;4;367.200
Book0000020774;2022/04/17;2022/04/18;PiMiranda;1;122.400
Book0000023217;2022/04/04;2022/04/07;SamuBrito728;3;367.200
Book0000023219;2022/04/04;2022/04/08;MáMoreira1605;3;489.600
Book0000023222;2022/04/04;2022/04/06;NaiGaspar1632;4;244.800
Book0000023225;2022/04/04;2022/04/06;DeLoureiro949;3;244.800
Book0000023230;2022/04/04;2022/04/06;MLima;1;244.800
Book0000023233;2022/04/04;2022/04/07;IAlves-Brito;3;367.200
Book0000023245;2022/04/04;2022/04/05;ÂngMelo2019;2;122.400
Book0000023254;2022/04/04;2022/04/05;LCruz1541;4;122.400
Book0000023257;2022/04/04;2022/04/07;JoDomingues536;1;367.200
Book0000023274;2022/04/04;2022/04/06;FlTorres1925;3;244.800
Book0000025289;2022/03/16;2022/03/18;GuilherSimões;2;244.800
Book0000025291;2022/03/16;2022/03/20;KeAntunes;1;489.600
Book0000025293;2022/03/16;2022/03/18;Constança-KyaRodrigues;1;244.800
Book0000025298;2022/03/16;2022/03/18;MelReis;1;244.800
Book0000025300;2022/03/16;2022/03/17;BriaOliveira;2;122.400
Book0000025301;2022/03/16;2022/03/17;MaAbreu886;1;122.400
Book0000025308;2022/03/16;2022/03/20;ManCorreia1423;2;489.600
Book0000025309;2022/03/16;2022/03/18;LuaVicente1933;3;244.800
Book0000025316;2022/03/16;2022/03/17;MBarros168;1;122.400
Book0000025320;2022/03/16;2022/03/19;BenjaRamos20;1;367.200
Book0000025322;2022/03/16;2022/03/18;YAraújo-Azevedo682;4;244.800
Book0000025323;2022/03/16;2022/03/20;KMatias;4;489.600
Book0000025326;2022/03/16;2022/03/18;VítoNascimento1015;4;244.800
Book0000025327;2022/03/16;2022/03/20;ArSimões1562;1;489.600
Book0000025334;2022/03/16;2022/03/17;CaDomingues1603;3;122.400
Book0000025337;2022/03/16;2022/03/18;GustaVieira;2;244.800
Book0000035336;2022/01/17;2022/01/21;KéCunha-Mota;3;489.600
Book0000035340;2022/01/17;2022/01/20;LiPaiva;3;367.200
Book0000035347;2022/01/17;2022/01/21;WFigueiredo-Borges1347;4;489.600
Book0000035348;2022/01/17;2022/01/18;LucTeixeira;2;122.400
Book0000035349;2022/01/17;2022/01/20;DavSilva273;2;367.200
Book0000035352;2022/01/17;2022/01/21;RaMachado420;2;489.600
